"pfCode","yr","period","periodDesc","aggrLevel","IsLeaf","rgCode","rgDesc","rtCode","rtTitle","rt3ISO","ptCode","ptTitle","pt3ISO","ptCode2","ptTitle2","pt3ISO2","cstCode","cstDesc","motCode","motDesc","cmdCode","cmdDescE","qtCode","qtDesc","qtAltCode","qtAltDesc","TradeQuantity","AltQuantity","NetWeight","GrossWeight","TradeValue","CIFValue","FOBValue","estCode"
"H5",2019,2019,"2019",0,0,1,"Import",764,"Thailand","THA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,48856230,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",764,"Thailand","THA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,15851180,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,272842,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,21584409,NA,NA,0
"H5",2019,2019,"2019",0,0,3,"Re-Export",784,"United Arab Emirates","ARE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,18849970,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",788,"Tunisia","TUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1516,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",792,"Turkey","TUR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,594353,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",792,"Turkey","TUR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,41647780,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",807,"North Macedonia","MKD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1789,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",807,"North Macedonia","MKD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,31855,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,10576323,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,23314997,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",826,"United Kingdom","GBR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,708948,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,25257502,NA,NA,4
"H5",2019,2019,"2019",0,0,2,"Export",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,192697508,NA,NA,4
"H5",2019,2019,"2019",0,0,3,"Re-Export",842,"USA","USA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,7098146,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",854,"Burkina Faso","BFA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,22994,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",858,"Uruguay","URY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5440,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",858,"Uruguay","URY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,186796,NA,NA,0
"H5",2019,2019,"2019",0,0,1,"Import",860,"Uzbekistan","UZB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,518929,NA,NA,0
"H5",2019,2019,"2019",0,0,2,"Export",860,"Uzbekistan","UZB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1415753,NA,NA,4
"H5",2019,2019,"2019",0,0,1,"Import",894,"Zambia","ZMB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1426,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",180,"Dem. Rep. of the Congo","COD",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,31169,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",268,"Georgia","GEO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,330,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",268,"Georgia","GEO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1401435,NA,NA,0
"H4",2019,2019,"2019",0,0,3,"Re-Export",268,"Georgia","GEO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,123713,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",478,"Mauritania","MRT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,8667,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",484,"Mexico","MEX",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,20157,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",484,"Mexico","MEX",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,763078,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",498,"Rep. of Moldova","MDA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1750,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",498,"Rep. of Moldova","MDA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,951054,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",634,"Qatar","QAT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,111868,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",634,"Qatar","QAT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,27577,NA,NA,0
"H4",2019,2019,"2019",0,0,3,"Re-Export",634,"Qatar","QAT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,27577,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",682,"Saudi Arabia","SAU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,742328,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",682,"Saudi Arabia","SAU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,499936,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",804,"Ukraine","UKR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,737611,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",804,"Ukraine","UKR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,26112632,NA,NA,0
"H4",2019,2019,"2019",0,0,1,"Import",818,"Egypt","EGY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,44519,NA,NA,0
"H4",2019,2019,"2019",0,0,2,"Export",818,"Egypt","EGY",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,130633,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",8,"Albania","ALB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5359,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",8,"Albania","ALB",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,400,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",20,"Andorra","AND",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1723,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",24,"Angola","AGO",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,224,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",31,"Azerbaijan","AZE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,0,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",31,"Azerbaijan","AZE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,74500,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",32,"Argentina","ARG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,1390,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",32,"Argentina","ARG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,3129240,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",36,"Australia","AUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1079915,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",36,"Australia","AUS",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,29041364,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",40,"Austria","AUT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,7632287,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",40,"Austria","AUT",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,24852132,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",48,"Bahrain","BHR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1852,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",51,"Armenia","ARM",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,145802,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",56,"Belgium","BEL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,373246,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",56,"Belgium","BEL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,14973370,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",68,"Bolivia (Plurinational State of)","BOL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1960,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",70,"Bosnia Herzegovina","BIH",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5265,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",70,"Bosnia Herzegovina","BIH",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,120988,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",72,"Botswana","BWA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,206,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",72,"Botswana","BWA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4097,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",76,"Brazil","BRA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,255567,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",76,"Brazil","BRA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4254589,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",96,"Brunei Darussalam","BRN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,10313,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",96,"Brunei Darussalam","BRN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,929,NA,NA,0
"H5",2018,2018,"2018",0,0,3,"Re-Export",96,"Brunei Darussalam","BRN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,929,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",100,"Bulgaria","BGR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,147244,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",100,"Bulgaria","BGR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2067409,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",104,"Myanmar","MMR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1434,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",104,"Myanmar","MMR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,183,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",112,"Belarus","BLR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,341800,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",112,"Belarus","BLR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,19116400,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",116,"Cambodia","KHM",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2432,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",124,"Canada","CAN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,2824864,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",124,"Canada","CAN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,21520817,NA,NA,4
"H5",2018,2018,"2018",0,0,3,"Re-Export",124,"Canada","CAN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2653807,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",152,"Chile","CHL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,247863,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",152,"Chile","CHL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1259772,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",156,"China","CHN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,6341575086,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",156,"China","CHN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1646742395,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",170,"Colombia","COL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5735,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",170,"Colombia","COL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,28813,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",188,"Costa Rica","CRI",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,69712,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",191,"Croatia","HRV",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,132,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",191,"Croatia","HRV",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,166075,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",196,"Cyprus","CYP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,29,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",196,"Cyprus","CYP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,434754,NA,NA,0
"H5",2018,2018,"2018",0,0,3,"Re-Export",196,"Cyprus","CYP",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2772,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",203,"Czechia","CZE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,802475,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",203,"Czechia","CZE",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,13025836,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",208,"Denmark","DNK",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,316161,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",208,"Denmark","DNK",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4290386,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",214,"Dominican Rep.","DOM",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,481,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",218,"Ecuador","ECU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,21708,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",218,"Ecuador","ECU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,181755,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",222,"El Salvador","SLV",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1045,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",233,"Estonia","EST",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2293,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",233,"Estonia","EST",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5087368,NA,NA,0
"H5",2018,2018,"2018",0,0,3,"Re-Export",233,"Estonia","EST",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,258418,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",242,"Fiji","FJI",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,260,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",246,"Finland","FIN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,167808,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",246,"Finland","FIN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,5106636,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",251,"France","FRA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,NA,NA,5855590,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",251,"France","FRA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,27828860,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",276,"Germany","DEU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,12974551,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",276,"Germany","DEU",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,161321488,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",288,"Ghana","GHA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,35053,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",300,"Greece","GRC",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4301,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",300,"Greece","GRC",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,949607,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",344,"China, Hong Kong SAR","HKG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,1508933,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",344,"China, Hong Kong SAR","HKG",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,40727452,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",348,"Hungary","HUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,597621,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",348,"Hungary","HUN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,11526900,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",352,"Iceland","ISL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,73473,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",360,"Indonesia","IDN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,6814617,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",360,"Indonesia","IDN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,8884268,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",364,"Iran","IRN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,11186746,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",364,"Iran","IRN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,253712,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",372,"Ireland","IRL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,756067,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",372,"Ireland","IRL",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,4106426,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",376,"Israel","ISR",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,77000,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,48268296,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,39816211,NA,NA,4
"H5",2018,2018,"2018",0,0,3,"Re-Export",381,"Italy","ITA",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,123013,NA,NA,0
"H5",2018,2018,"2018",0,0,1,"Import",392,"Japan","JPN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,32373176,NA,NA,4
"H5",2018,2018,"2018",0,0,2,"Export",392,"Japan","JPN",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,517813534,NA,NA,4
"H5",2018,2018,"2018",0,0,1,"Import",398,"Kazakhstan","KAZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,2822968,NA,NA,0
"H5",2018,2018,"2018",0,0,2,"Export",398,"Kazakhstan","KAZ",496,"Mongolia","MNG",NA,"","","","","","","TOTAL","All Commodities",1,"No Quantity",NA,"",0,NA,0,NA,73180043,NA,NA,4
