Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,1.23299102251609,1.28001876304193,3.57581613520808,4.36453524429585,3.41400444390947,1.93570303554968,0.455363653443706,0.451055983077692,1.20312510873944,0.293038432389243,0.284095593578656,0.234965140617877,0.209790107431935,0.849679315295404,0.519439553284401,0.273100398078681,0.650734876576324,0.12132303904438,..
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,170000,680000,50000000,57800000,186900000,271000000,238000000,188690000,46033740,56107246.5,190774431.98,52173421,56823660,48311346,42975262.5,169146608,93591315.3,51533896.765,119435105.715177,23404553.647249,..
Afghanistan,AFG,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,..,..,..,0.0221456533398258,-0.0133925697947868,0.0241579441566191,..,..,-0.0189731258246544,0.00198656889294515,-0.00787085174189096,0.00638687192483202,-0.044300715972106,0.00261328326762429,-9.35016750418222E-05,0.0108657305562219,0.0777347186572559,0.0596755070558669,0.21141959768183,0.136441369899119,0.187955529162986
Afghanistan,AFG,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,..,..,..,1000000,-700000,1500000,..,..,-1918036.13352597,247111.034433406,-1248047.48845387,1137137.38873923,-8860851.34389303,537318.99040943,-19153.710717345,2163053.08831476,14006046.5507614,11260735.7647647,38803701.6430421,26321046.5766518,37228478.0954418
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,4.10877603723822,5.28543453663519,3.10482570131248,3.17271042518021,4.75017740669056,3.2597683417782,3.6548517813389,6.10898158597587,9.68206994584371,11.1706267334568,9.13812979653231,8.13533297424745,7.45135734006813,9.81629019287566,8.69304102716243,8.6905391281482,8.80509126091737,7.85546803334694,7.95128890722137,7.85669257172221,..
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,143000000,207300000,135000000,178036400.666667,341285112.537562,262479012.637464,325138316.803697,652275603.722803,1247181714.30558,1345415233.65622,1089898207.57431,1048706682.05458,917994575.801863,1254150555.51294,1149927985.77737,989578334.828609,1044389554.85795,1022757857.07377,1204383363.60476,1201022154.46645,..
Albania,ALB,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0,0,0,0,0.189345937717747,0.0504407075580694,0.118029594547074,0.04598831196323,2.84081735317236,3.27669589013869,0.388922676069652,1.56771142249883,0.675159014502466,0.222675777102649,0.571867766071803,0.696510288488568,0.0593427893163705,-0.815504104125058,-0.0297968563944019,0.261515533003658,0.335634013506075
Albania,ALB,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,0,0,0,0,13603902.3661545,4061523.92699014,10500000,4910319.91631329,365935742.705462,394652571.591844,46386529.5165945,202090000.435403,83178444.520999,28449540.9228271,75647491.6332711,79310556.1473237,7038767.39963467,-106176134.436441,-4513335.95695979,39976866.3476732,49672542.1338503
Algeria,DZA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,0.511221135473563,2.03326535192368,1.87624036207899,0.939940898520692,1.03342707757878,1.12017402306744,1.5731369217482,1.24964621095979,1.54303915272052,2.00197487262978,1.42696327902465,1.28553470519262,0.717693335672016,0.806601359342118,0.702589216603771,-0.324012289006169,1.02369639300704,0.723258952937472,0.835789363517509,0.807014998571505,..
Algeria,DZA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,280100000,1113105541,1064960000,637880000,881850000,1155999999.99995,1841000000.00008,1686736539.70385,2638607033.75183,2746930734.16534,2300369124.15828,2571237024.68517,1500402452.8635,1691886707.50796,1502206170.55838,-537792920.921856,1638263953.77737,1230243450.87889,1466099809.72137,1381269144.40103,..
Algeria,DZA,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,0.0250043897036338,0.0169879378696671,0.17366005529797,0.0417306174297768,0.297026055545861,0.0532954768760458,0.0675056039207539,0.108900979302082,0.185877868772712,0.156272522827293,0.135994496199579,0.266941430821863,-0.0198231905590146,-0.129555118105781,-0.00868572406042489,0.0609246883161428,0.0290818415665091,-0.00503619303312377,0.501815648757876,0.0483774705454981,..
Algeria,DZA,"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,13700000,9300000,98570000,28320000,253460000,54999999.9999975,79000000.0000036,146991411.959128,317852370.173339,214423168.706389,219233069.772336,533917666.772569,-41442162.3554248,-271748342.194182,-18570948.6724104,101122294.423741,46540881.7236583,-8566424.89000485,880259858.851046,82801815.9104207,..
American Samoa,ASM,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
