Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,300.613679011094,321.150223641844,338.98747729315,362.335482178958,408.513638760896,474.111192070615,539.75032890715,631.525257592447,745.609126956827,738.054731249118,785.502667057281,882.275613986936,950.880345994318,1013.42053550158,1093.49597573961,1162.90499489448,1269.59149895221,1385.26006616159,1512.12698889457,1643.12138876475,1512.72775264685
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,651.610259179731,651.670578131269,711.229353732213,867.903545527514,1011.75640555245,1012.28262956845,1063.08162787499,1195.64921070811,1377.29863469094,1319.99742044357,1286.51588785105,1405.0941234837,1354.54554970174,1465.63871039432,1542.62060627136,1327.50256128813,1364.32954020397,1425.10636777271,1534.49224145452,1507.44979812212,1499.37284272297
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,24271.0020563821,23822.0601178964,24255.3385818322,28300.4630963791,32143.6814078562,36382.5079164537,40504.0607253203,44659.8951408034,46710.5055759013,40876.3101540295,47562.0834253057,52223.696112356,52669.0899632316,52635.1749580433,50955.9983232404,43596.1355365546,42315.6037056806,45129.3564395662,46454.7433947203,46326.6726375572,43241.6178282827
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,82801.5426595892,85433.0309402124,85188.337040308,77400.4214448146,73351.7567693109,72329.6613326945,72777.1484890568,73514.6686831216,74990.4332223775,76284.1939286359,78471.6287315261,81513.1630224977,86059.7392168454,91392.6425875166,..
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,251.207291436082,250.357145899657,260.745458695544,293.661549027692,320.736812338314,331.163088206718,354.670863314704,404.374542914498,464.561204695005,474.705627543055,488.421773091439,551.749691833885,565.801164498684,380.297892777817,424.449105977749,377.422918968081,402.191634907492,450.900697005339,475.953849512777,467.908021751942,476.851112719857
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,166.175708881786,197.146082103195,221.416536911391,292.600880182047,454.336365239401,658.566973042801,710.396398684645,799.603741996266,929.382751892261,803.686388398795,892.568869694168,984.736130484829,967.352948812122,979.811742616759,1020.28797948927,776.019752284262,693.449767448537,665.948884859102,726.151007088549,709.54004317463,614.465189935689
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,43382.8268494819,41804.3709161492,44545.9223131619,48858.8318648576,56751.126936232,58198.9841849805,63243.3738330439,74458.7946660519,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,5074.90261608209,4574.59471550439,4446.24937095849,4772.5637229948,6194.85272016783,7598.52887745539,9464.54850676993,10502.3507082131,10751.4816046663,10208.9079714292,12808.0383396854,14637.2334407887,15351.5407387113,15842.9364836273,14670.98891427,13574.1692377497,13753.592148512,14998.8170563212,15888.144355398,14741.7144039954,13231.7042069383
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,959.372483635864,1053.10824300262,1148.50829043887,1288.64325183475,1508.66809788453,1753.41782926104,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5618.13226711491,6316.91831760216,7050.64627124287,7678.59948587722,8066.94263493206,8147.93770549385,8879.43866711453,9976.677137263,10216.6303341031,10500.3956159637
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2520.48108876016,2439.68245582205,2396.62712731836,2281.40176243006,2782.62318502156,3414.46515834714,3741.09283661273,4714.07305530503,5472.53652992425,5193.24145795078,6336.70947398466,7335.16693447605,8050.25537167048,8218.34784431476,8114.34392085159,6175.87602970259,5870.77795724164,6376.70671552601,6729.58333198168,6424.9794924083,5332.77352412685
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,647.425811810504,680.905572824133,747.9888625038,937.710896345202,1061.07554752819,1069.02942631854,1114.94528131922,1240.09252846752,1393.21603163764,1344.73040600031,1316.49122468758,1447.9452695898,1403.36042113702,1505.33721977308,1513.83038984582,1242.58568214864,1273.05091964368,1323.81495794544,1415.95516376531,1370.14012347374,1402.59548928279
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,405.216218582649,153.591044080197,175.009951043154,173.796125167459,194.040002646806,218.386226715772,255.433043197206,286.330472470967,327.563721821663,298.619691614791,334.02157774666,387.082476958569,424.60037381496,457.963747509632,486.787095119436,497.317039077365,471.318822463486,467.07423172679,557.064411697928,580.716860516731,556.813185299175
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,1032.13754246093,869.100501660447,916.588037755619,1028.41522164071,1326.59668816877,1834.88001382638,2153.49174337774,2262.85441019541,2892.41696234479,2336.16095749982,3073.55778366557,3557.5561698838,3923.09350860946,3883.74684788609,3776.48556785412,2447.53930825728,2039.45322287157,2173.68025252268,2601.41048286237,2359.17730900034,1972.54524619093
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,3789.05388800024,3960.30770307437,4042.70568601112,4147.82436893773,4404.71188429689,4676.37936564326,5227.46595193036,6103.74191702863,6901.38830612557,6801.0367345982,8227.12749376825,9229.83451670274,10075.0046160014,10744.0910189401,10847.1696673041,11642.7780517123,12011.2227544174,12225.5744931385,12468.5752921871,12669.7060822563,12076.8145138494
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,652.927867802063,664.708695041625,719.912984294849,871.666500798657,922.855273710099,931.200076305649,949.975827894716,1062.5569184225,1240.61489273127,1215.1667854037,1213.11299955211,1208.58319891729,1243.2734867584,1415.8716936035,1561.46441301901,1972.54568305836,2013.38144761651,2111.02655726645,2314.05095836881,2276.3323939018,2325.72370502247
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,4841.60637548442,5362.02289662225,6232.65559471076,8059.42017290644,9661.16957366412,10527.8926815233,11695.944664086,13937.448387519,16296.8059238498,14540.6416034433,13949.3264974977,14609.5243524166,13258.3598451041,13674.4178049999,13599.4097770608,11781.7347932429,12361.4838303671,13451.6249479152,15014.0850191716,14944.3562248936,13828.4695048846
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2747.10030348478,2837.73573008299,2999.24176296717,3197.13318464341,3395.71084290657,3786.66345042341,4683.56906667746,5208.71838769431,5411.26949201186,5529.66937511797,5730.35426413345,6139.71878325885,6497.31476421306,6837.71167985881,7133.33767875907,7694.01463710941,8060.79659761513,8541.21368643707,8824.19400843842,9099.67314552171,..
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,20146.3864122001,20587.397358013,20462.7179539813,20258.0096948833,19951.3279030441,19555.3658492891,19457.5315232205,19630.8934873019,19701.270377457,..
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,14388.3480609917,14821.4468167502,16093.214611298,20252.2389846021,23792.6213632243,24959.2591697881,26729.3234045802,31244.9262239722,35397.3636837901,32109.2425148579,31023.6383309791,32396.3857437121,28912.1569390403,27729.1926990735,27163.3329657606,23408.3366816249,24605.9208328767,26444.0743777801,29089.4713273857,28288.4615757198,26623.8008913181
